id	year	title_eng	genre	translator_signature	translator_name	title	first_line	prose_or_verse	txt_version	source_title	place	volume	pages	source_type
"280"	1861	"Prometheus"	"Стихи"	"Ап. Григорьев"	"ГригорьевАА"	"Прометей (Из Байрона) (А. П. Милюкову)"	"Титан! Бессмертными очами"	"стихи"	"NA"	"Светоч"	"NA"	"№ 2"	"С. 65-66"	"периодика"
"281"	1861	"Remind me not"	"Стихи"	"Ап. Григорьев"	"ГригорьевАА"	"Не вспоминай! Из Байрона"	"Не вспоминай мне, не вспоминай…"	"стихи"	"NA"	"Русский мир"	"NA"	"№ 72"	"С. 1206-1207"	"периодика"
"282"	1861	"Ode to Venice"	"Стихи"	"Аполлон Григорьев"	"ГригорьевАА"	"Венеция. Отрывок из Байрона"	"Венеция! Венеция! В тот миг…"	"стихи"	"NA"	"Время"	"NA"	"Т. 1. № 1"	"С. 408-409"	"периодика"
"283"	1861	"The Two Foscari"	"Драматургия"	"Е. Зарин"	"ЗаринЕФ"	"Двое Фоскари. Трагедия лорда Байрона."	"NA"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 168. № 11."	"С. 1-96"	"периодика"
"284"	1861	"Maid of Athens, Ere We Part"	"Стихи"	"Л. Мей"	"МейЛА"	"Афинской девушке (Из Байрона)"	"Час разлуки бьет: прости"	"стихи"	"NA"	"Русское слово"	"NA"	"№ 5"	"С. 34"	"периодика"
"285"	1861	"She Walks in Beauty"	"Стихи; Еврейские мелодии"	"Д. М."	"МинаевДД"	"Мелодия (Из Байрона)"	"Как ночь стоокая, алмазом звезд одета…"	"стихи"	"NA"	"Русский мир"	"NA"	"№ 3"	"С. 54-55"	"периодика"
"288"	1862	"When We Two Parted"	"Стихи"	"Н. Греков"	"ГрековНП"	"Из Байрона (А. М. Леонтьевой)"	"Когда безмолвные, в минуты расставанья…"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 170. № 3."	"С. 188"	"периодика"
"289"	1862	"NA"	"Стихи"	"Н. Греков"	"ГрековНП"	"Индейская песня. Из Байрона"	"С подушкой моей одинокой"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"Т. 173. № 10"	"С. 124"	"периодика"
"290"	1862	"Child Harold’s Pilgrimage"	"Поэмы"	"Аполлон Григорьев"	"ГригорьевАА"	"Странствие Чайльд-Гарольда. Роман в стихах лорда Байрона"	"NA"	"стихи"	"NA"	"Время"	"NA"	"Т. 12. № 7"	"С. 183-216"	"периодика"
"291"	1862	"She Walks in Beauty"	"Стихи; Еврейские мелодии"	"В. Костомаров"	"КостомаровВД"	"Еврейская мелодия Байрона"	"Она прошла. Лазурь очей…"	"стихи"	"NA"	"Светоч"	"NA"	"№ 4"	"С. 180"	"периодика"
"292"	1862	"Don Juan"	"Поэмы"	"Дмитрий Мин"	"МинДЕ"	"Из Байронова Дон Хуана"	"Подмытый морем, дикий и пустой…"	"стихи"	"NA"	"Зритель общественной жизни, литературы и спорта"	"NA"	"№ 32"	"С. 138-139"	"периодика"
"293"	1862	"Oh, Weep for Those"	"Стихи; Еврейские мелодии"	"М. Д."	"МинаевДД"	"Плен вавилонский (Из Байрона)"	"В стенах Вавилона, окрест чуждых вод…"	"стихи"	"NA"	"Русский мир"	"NA"	"№ 7"	"С. 172"	"периодика"
"294"	1863	"NA"	"Стихи"	"Н. Гербель"	"ГербельНВ"	"Стансы (Из Байрона)"	"О, если бы вместо всех молний очей…"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"№ 10"	"С. 56"	"периодика"
"295"	1863	"Herod’s Lament for Mariamne"	"Стихи, Еврейские мелодии"	"Н. Гербель"	"ГербельНВ"	"Плач Ирода по Мариамне (Из Байрона)"	"О Мариамна! друг! то сердце, что решилось…"	"стихи"	"NA"	"Библиотека для чтения"	"NA"	"№ 12"	"С. 34"	"периодика"
"820"	1863	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"Н. Жандр"	"ЖандрНП"	"Еврейские мелодии (Из Байрона)"	"NA"	"стихи"	"NA"	"Старые знакомые. Сборник статейв стихах и прозе"	"NA"	"NA"	"С. ???"	"периодика"
"297"	1863	"Oh, Weep for Those"	"Стихи, Еврейские мелодии"	"Д. Минаев"	"МинаевДД"	"Еврейская мелодия (Из Байрона)"	"Ах, плачьте, рыдайте, бездомные дети Сиона…"	"стихи"	"NA"	"Русское слово"	"NA"	"№ 10"	"С. 127"	"периодика"
"298"	1863	"Manfred"	"Драматургия"	"Д. Д. Минаев"	"МинаевДД"	"Манфред. Драматическая поэма в 3 действиях, Байрона"	"NA"	"стихи"	"NA"	"Русское слово"	"NA"	"№ 4"	"С. 1-58"	"периодика"
"299"	1863	"Child Harold’s Pilgrimage"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Песня Чайльд-Гарольда (Из Байрона)"	"Прости! Утопает в дали голубой…"	"стихи"	"NA"	"Русское слово"	"NA"	"№ 9"	"С. 154-156"	"периодика"
"300"	1863	"Beppo"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Беппо. Венецианская повесть. Лорда Байрона"	"Известен всем, - не сомневаюсь в том..."	"стихи"	"NA"	"Современник"	"NA"	"Т. 97. № 8"	"С. 401-438"	"периодика"
"825"	1863	"NA"	"Стихи; Еврейские мелодии"	"В. Б."	"NA"	"Еврейские мелодии"	"Рыдайте о тех, кто у волн вавилонских"	"стихи"	"NA"	"Зритель общественной жизни, литературы и спорта"	"NA"	"№ 16"	"NA"	"периодика"
"826"	1863	"NA"	"Стихи; Еврейские мелодии"	"В. Б."	"NA"	"Еврейские мелодии"	"Если я умереть, о отец мой, должна"	"стихи"	"NA"	"Зритель общественной жизни, литературы и спорта"	"NA"	"№ 20"	"NA"	"периодика"
"827"	1863	"NA"	"Стихи; Еврейские мелодии"	"В. Б."	"NA"	"Еврейские мелодии"	"О краса, что в цвете лет и силы"	"стихи"	"NA"	"Зритель общественной жизни, литературы и спорта"	"NA"	"№ 20"	"NA"	"периодика"
"828"	1863	"NA"	"Стихи; Еврейские мелодии"	"В. Б."	"NA"	"Еврейские мелодии. Видение Валтасара"	"NA"	"стихи"	"NA"	"Зритель общественной жизни, литературы и спорта"	"NA"	"№ 15"	"NA"	"периодика"
"829"	1864	"NA"	"Стихи"	"NA"	"ЗотовВР"	"NA"	"Ты жизнию меня"	"стихи"	"NA"	"Иллюстрированная газета"	"NA"	"Т. 14. № 48"	"NA"	"периодика"
"830"	1864	"NA"	"Стихи"	"NA"	"ЗотовВР"	"Еду я, мой друг, прощай"	"NA"	"стихи"	"NA"	"Иллюстрированная газета"	"NA"	"Т. 14. № 48"	"NA"	"периодика"
"303"	1864	"On Jordan’s Banks"	"Стихи; Еврейские мелодии"	"Ф. Берг"	"БергФН"	"Еврейские мелодии (Из Байрона)"	"Этот берег святой, где священный течет Иордан…"	"стихи"	"NA"	"Модный магазин"	"NA"	"№ 6"	"С. 89"	"периодика"
"304"	1864	"The Dream"	"Стихи"	"П. Вейнберг"	"ВейнбергПИ"	"Сон (Из Байрона)"	"Жизнь двойственна: наш сон свой мир имеет"	"стихи"	"NA"	"Русское слово"	"NA"	"№ 2"	"С. 73-80"	"периодика"
"305"	1864	"Darkness"	"Стихи"	"П. Вейнберг"	"ВейнбергПИ"	"Тьма (Из Байрона)"	"Я видел сон; то был не полный сон"	"стихи"	"NA"	"Русское слово"	"NA"	"№ 4"	"С. 313-316"	"периодика"
"306"	1864	"Song of Saul before His Last Battle"	"Стихи; Еврейские мелодии"	"Н. Гербель"	"ГербельНВ"	"Песнь Саула перед последним боем (Из Байрона)"	"Когда, пораженный мечем иль стрелой…"	"стихи"	"NA"	"Модный магазин"	"NA"	"№ 1"	"С. 1"	"периодика"
"307"	1864	"Jephtha’s Daughter"	"Стихи; Еврейские мелодии"	"Н. Гербель"	"ГербельНВ"	"Дочь Иеффая (Из Байрона)"	"О! если народ и Творец…"	"стихи"	"NA"	"Модный магазин"	"NA"	"№ 3"	"С. 33"	"периодика"
"308"	1864	"Vision of Belshazzar"	"Стихи; Еврейские мелодии"	"Н. Гербель"	"ГербельНВ"	"Еврейские мелодии (Из Байрона). 1. Видение Валтасара"	"Пирует он. Вокруг владыки…"	"стихи"	"NA"	"Современник"	"NA"	"Т. 100. № 1"	"С. 265-266"	"периодика"
"309"	1864	"By the Rivers of Babylon"	"Стихи, Еврейские мелодии"	"Н. Гербель"	"ГербельНВ"	"Еврейские мелодии (Из Байрона). 2. У рек Вавилонских"	"У рек вавилонских мы, сидя, с тоской"	"стихи"	"NA"	"Современник"	"NA"	"Т. 100. № 1"	"С. 267"	"периодика"
"310"	1864	"Song of Saul before His Last Battle"	"Стихи; Еврейские мелодии"	"Н. Гербель"	"ГербельНВ"	"Еврейские мелодии (Из Байрона). 3. Песнь Саула перед последним боем"	"Когда, пораженный мечем иль стрелой…"	"стихи"	"NA"	"Современник"	"NA"	"Т. 100. № 1"	"С. 267-268"	"периодика"
"311"	1864	"Herod’s Lament for Mariamne"	"Стихи; Еврейские мелодии"	"Н. Гербель"	"ГербельНВ"	"Еврейские мелодии (Из Байрона). 4. Плач Ирода по Мариамне"	"О Мариамна! друг! то сердце, что решилось…"	"стихи"	"NA"	"Современник"	"NA"	"Т. 100. № 1"	"С. 268"	"периодика"
"312"	1864	"Jephtha’s Daughter"	"Стихи, Еврейские мелодии"	"Н. Гербель"	"ГербельНВ"	"Еврейские мелодии (Из Байрона). 5. Дочь Иеффая"	"О! если народ и Творец"	"стихи"	"NA"	"Современник"	"NA"	"Т. 100. № 1"	"С. 269"	"периодика"
"313"	1864	"Were My Bosom as False"	"Стихи, Еврейские мелодии"	"Н. Гербель"	"ГербельНВ"	"Еврейские мелодии (Из Байрона). 6. Будь я так порочен"	"Будь я так порочен, как ты говоришь с укоризной"	"стихи"	"NA"	"Современник"	"NA"	"Т. 100. № 1"	"С. 269-270"	"периодика"
"314"	1864	"The Destruction of Sennacherib"	"Стихи, Еврейские мелодии"	"Н. Гербель"	"ГербельНВ"	"Еврейские мелодии (Из Байрона). 7. Поражение Сеннахерима"	"Как волки на стадо, враги набежали"	"стихи"	"NA"	"Современник"	"NA"	"Т. 100. № 1"	"С. 270-271"	"периодика"
"315"	1864	"A Spirit Pass’d Before Me"	"Стихи, Еврейские мелодии"	"Н. Гербель"	"ГербельНВ"	"Еврейские мелодии (Из Байрона). 8. Мне призрак явился (Из Иова)"	"Мне призрак явился - и я без покрова"	"стихи"	"NA"	"Современник"	"NA"	"Т. 100. № 1"	"С. 271"	"периодика"
"316"	1864	"A Spirit Pass’d Before Me"	"Стихи; Еврейские мелодии"	"Н. Гербель"	"ГербельНВ"	"Иов (Из Байрона)"	"Мне призрак явился - и я без покрова…"	"стихи"	"NA"	"Развлечение"	"NA"	"Т. 11. № 8"	"С. 113"	"периодика"
"317"	1864	"Remind me not"	"Стихи"	"Г. Гербель"	"ГербельНВ"	"Стансы (Из Байрона)"	"Мой друг, не приводи на память мне тех дней"	"стихи"	"NA"	"Эпоха"	"NA"	"№ 1-2"	"С. 32"	"периодика"
"318"	1864	"Child Harold’s Pilgrimage"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Чайльд Гарольд. Роман в 4-х песнях, Байрона. К Янте. Песня первая"	"NA"	"стихи"	"NA"	"Русское слово"	"NA"	"№ 1"	"С. 79-124"	"периодика"
"321"	1864	"Child Harold’s Pilgrimage"	"Поэмы"	"Д. Минаев"	"МинаевДД"	"Чайльд Гарольд. Роман в 4-х песнях, Байрона. Песнь четвертая и последняя"	"NA"	"стихи"	"NA"	"Русское слово"	"NA"	"№ 10"	"С. 213-286"	"периодика"
"322"	1864	"Don Juan"	"Поэмы"	"Д. Минаев"	"МинаевДД"	"Письмо Юлии к Дон-Жуану (Из Байрона)"	"Вы едете. Теперь все решено…"	"стихи"	"NA"	"Русское слово"	"NA"	"№ 11"	"С. 299-300"	"периодика"
"323"	1864	"Child Harold’s Pilgrimage"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Из Байрона"	"Замок, нахмурясь, над Рейном склоняется…"	"стихи"	"NA"	"Модный магазин"	"NA"	"№ 19"	"С. 289"	"периодика"
"850"	1864	"Child Harold’s Pilgrimage"	"Поэмы"	"Д. Минаев"	"МинаевДД"	"Инесе (Из Чайльд Гарольда)"	"Не улыбайся мне! Тебе бы, видит Бог…"	"стихи"	"NA"	"Русь"	"NA"	"№ 2. 8 января"	"С. 27"	"периодика"
"851"	1864	"Child Harold’s Pilgrimage"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"На корабле (Из 2-й песни Чайльд-Гарольда, Байрона)"	"Кто в море был, тот, верно, знает…"	"стихи"	"NA"	"Русь"	"NA"	"№ 10. 7 марта"	"С. 140"	"периодика"
"319"	1864	"Child Harold’s Pilgrimage"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Чайльд Гарольд. Роман в 4-х песнях, Байрона. Песнь вторая"	"NA"	"стихи"	"NA"	"Русское слово"	"NA"	"№ 3"	"С. 1-44,"	"периодика"
"320"	1864	"Child Harold’s Pilgrimage"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Чайльд Гарольд. Роман в 4-х песнях, Байрона. Песнь третья"	"NA"	"стихи"	"NA"	"Русское слово"	"NA"	"№ 5"	"С. 57-108"	"периодика"
"325"	1864	"Saul"	"Стихи; Еврейские мелодии"	"Д. Михаловский"	"МихаловскийДЛ"	"Саул"	"Чар твоих могучих сила…"	"стихи"	"NA"	"Модный магазин"	"NA"	"№ 7"	"С. 103"	"периодика"
"855"	1865	"Child Harold’s Pilgrimage"	"Поэмы"	"Л. Мей"	"МейЛА"	"Прощание Чайльд-Гарольда"	"NA"	"стихи"	"NA"	"Модный магазин"	"NA"	"№ 8"	"NA"	"периодика"
"327"	1865	"Don Juan"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Дон Жуан. Роман в стихах. Байрона. Песня первая"	"NA"	"стихи"	"NA"	"Современник"	"NA"	"Т. 106. № 1"	"С. 5-72"	"периодика"
"328"	1865	"Don Juan"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Дон Жуан. Роман в стихах. Байрона. Песня вторая"	"NA"	"стихи"	"NA"	"Современник"	"NA"	"Т. 106. № 2"	"С. 447-512"	"периодика"
"329"	1865	"Don Juan"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Дон Жуан. Роман в стихах. Байрона. Песня третья"	"NA"	"стихи"	"NA"	"Современник"	"NA"	"Т. 107. № 3"	"С. 167-208"	"периодика"
"330"	1865	"Don Juan"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Дон Жуан. Роман в стихах. Байрона. Песня четвертая"	"NA"	"стихи"	"NA"	"Современник"	"NA"	"Т. 107. № 4."	"С. 245-274"	"периодика"
"331"	1865	"Don Juan"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Дон Жуан. Роман в стихах. Байрона. Песня пятая"	"NA"	"стихи"	"NA"	"Современник"	"NA"	"Т. 108. № 5"	"С. 163-203"	"периодика"
"332"	1865	"Don Juan"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Дон Жуан. Роман в стихах. Байрона. Песня шестая"	"NA"	"стихи"	"NA"	"Современник"	"NA"	"Т. 109. № 7"	"С. 207-237"	"периодика"
"333"	1865	"Don Juan"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Дон Жуан. Роман в стихах. Байрона. Песня седьмая"	"NA"	"стихи"	"NA"	"Современник"	"NA"	"Т. 109. № 8."	"С. 453-476"	"периодика"
"334"	1865	"Don Juan"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Дон Жуан. Роман в стихах. Байрона. Песня восьмая"	"NA"	"стихи"	"NA"	"Современник"	"NA"	"Т. 110. № 10"	"С. 433-468"	"периодика"
"338"	1866	"Don Juan"	"Поэмы"	"Дмитрий Минаев"	"МинаевДД"	"Дон Жуан. Роман в стихах"	"NA"	"стихи"	"NA"	"Современник"	"NA"	"Т. 112. № 1"	"С. 259-274"	"периодика"
"865"	1866	"Child Harold’s Pilgrimage"	"Поэмы"	"Д. Михаловский"	"МихаловскийДЛ"	"Гладиатор"	"NA"	"стихи"	"NA"	"Модный магазин"	"NA"	"№ 6"	"NA"	"периодика"
"866"	1866	"NA"	"Стихи"	"кн. Н. Костров"	"КостровН"	"Будь навсегда блестящ"	"NA"	"стихи"	"NA"	"Иллюстрированная газета"	"NA"	"Т. 17"	"С. 287"	"периодика"
"867"	1866	"NA"	"Стихи"	"С. М."	"NA"	"Тьма"	"NA"	"стихи"	"NA"	"Утро"	"NA"	"NA"	"NA"	"периодика"
"868"	1867	"Marino Faliero"	"Драматургия"	"Е. Зарин"	"ЗаринЕФ"	"Сцена из трагедии Байрона «Марино Фальеро»"	"NA"	"стихи"	"NA"	"Литературная библиотека"	"NA"	"Т. 11. Кн. 1. Ноябрь"	"С. 3-7"	"периодика"
"340"	1867	"Cain"	"Драматургия"	"Дмитрий Минаев"	"МинаевДД"	"Сцена из «Каина», Байрона. В беспредельном пространстве"	"NA"	"стихи"	"NA"	"Дело"	"NA"	"№ 12"	"С. 201-212"	"периодика"
"870"	1867	"NA"	"Стихи"	"ъ ъ"	"NA"	"Надпись на могиле ньюфаундлендской собаки"	"Когда иной гордец"	"стихи"	"NA"	"Развлечение"	"NA"	"№ 15"	"NA"	"периодика"
"341"	1868	"Marino Faliero"	"Драматургия"	"Е. Зарин"	"ЗаринЕФ"	"Марино Фальеро. Историческая трагедия Байрона. Акт 1-й."	"NA"	"стихи"	"NA"	"Литературная  библиотека"	"NA"	"№ 2. Февраль"	"С. 161-189"	"периодика"
"342"	1868	"Cain"	"Драматургия"	"Д. Минаев"	"МинаевДД"	"Сцена из «Каина». Байрона (Действие I, сцена 1)"	"NA"	"стихи"	"NA"	"Дело"	"NA"	"№ 6"	"С. 240-256"	"периодика"
"343"	1868	"Child Harold’s Pilgrimage"	"Поэмы"	"Д. Михаловский"	"МихаловскийДЛ"	"На развалинах Колизея (Из Чайльд Гарольда, Байрона)"	"О, Время, ты, что красоты венец"	"стихи"	"NA"	"Отечественные записки"	"NA"	"Т. 177. № 3"	"С. 147-150"	"периодика"
"344"	1868	"Child Harold’s Pilgrimage"	"Поэмы"	"Д. Л. Михаловский"	"МихаловскийДЛ"	"Океан (Из Чайльд-Гарольда, Байрона)"	"Волнуйся же, глубокий океан!"	"стихи"	"NA"	"Отечественные записки"	"NA"	"Т. 177. № 4"	"С. 529-530"	"периодика"
"OT1-1"	1821	"The Siege of Corinth"	"Поэмы"	"NA"	"КаченовскийМТ"	"Осада Коринфа"	"NA"	"проза"	"NA"	"Байрон Дж. Г. Выбор из сочинений Лорда Бейрона, переведенных с французского. Издал М. Каченовский"	"М."	"NA"	"С. 3-55"	"отд_изд"
"OT1-2"	1821	"The Death of Calmar and Orla"	"Поэмы"	"NA"	"КаченовскийМТ"	"Калмар и Орла (Подражание Оссиану)"	"NA"	"проза"	"NA"	"Байрон Дж. Г. Выбор из сочинений Лорда Бейрона, переведенных с французского. Издал М. Каченовский"	"М."	"NA"	"С. 56-68"	"отд_изд"
"OT1-3"	1821	"Mazeppa"	"Поэмы"	"NA"	"КаченовскийМТ"	"Мазепа"	"NA"	"проза"	"NA"	"Байрон Дж. Г. Выбор из сочинений Лорда Бейрона, переведенных с французского. Издал М. Каченовский"	"М."	"NA"	"С. 69-106"	"отд_изд"
"OT1-4"	1821	"The Giaour"	"Поэмы"	"NA"	"КаченовскийМТ"	"Джяур (Отрывки из одной Турецкой повести)"	"NA"	"проза"	"NA"	"Байрон Дж. Г. Выбор из сочинений Лорда Бейрона, переведенных с французского. Издал М. Каченовский"	"М."	"NA"	"С. 107-176"	"отд_изд"
"OT1-5"	1821	"The Bride of Abydos"	"Поэмы"	"NA"	"КаченовскийМТ"	"Абидосская невеста. Турецкая повесть"	"NA"	"проза"	"NA"	"Байрон Дж. Г. Выбор из сочинений Лорда Бейрона, переведенных с французского. Издал М. Каченовский"	"М."	"NA"	"С. 177-255"	"отд_изд"
"OT2"	1822	"The Giaour"	"Поэмы"	"Н.Р."	"NA"	"Джяур, отрывки турецкой повести. Из сочинений Лорда Бейрона. В стихах. Перевел Н. Р."	"NA"	"стихи"	"NA"	"Джяур, отрывки турецкой повести. Из сочинений Лорда Бейрона. В стихах. Перевел Н. Р."	"М."	"NA"	"NA"	"отд_изд"
"OT3"	1822	"The Prisoner of Chillon"	"Поэмы"	"NA"	"ЖуковскийВА"	"Шильонский узник, поэма лорда Бейрона. Пер. с англ. В.Ж."	"NA"	"стихи"	"NA"	"Шильонский узник, поэма лорда Бейрона. Пер. с англ. В.Ж."	"СПб."	"NA"	"NA"	"отд_изд"
"882"	1826	"The Bride of Abydos"	"Поэмы"	"NA"	"КозловИИ"	"Невеста Абидосская. Турецкая повесть лорда Байрона / Перевел с англ. Иван Козлов"	"NA"	"стихи"	"NA"	"Невеста Абидосская. Турецкая повесть лорда Байрона. Перевел с англ. Иван Козлов"	"СПб."	"NA"	"NA"	"отд_изд"
"OT6"	1827	"Parisina"	"Поэмы"	"NA"	"ВердеревскийВ"	"Паризина. Историческая повесть Лорда Байрона. Вольный перевод В. Вердеревского"	"NA"	"стихи"	"NA"	"Паризина. Историческая повесть Лорда Байрона. Вольный перевод В. Вердеревского"	"СПб."	"NA"	"NA"	"отд_изд"
"OT5"	1827	"The Corsair"	"Поэмы"	"NA"	"ОлинВН"	"Корсер. Романтическая трагедия в 3-х действиях, с хором, романсом и двумя песнями, турецкою и аравийскою, заимствованная из английской поэмы Лорда Байрона под названием: The Corsair. Сочинение В. Н. Олина"	"NA"	"стихи и проза"	"NA"	"Корсер. Романтическая трагедия в 3-х действиях, с хором, романсом и двумя песнями, турецкою и аравийскою, заимствованная из английской поэмы Лорда Байрона под названием: The Corsair. Сочинение В. Н. Олина"	"СПб."	"NA"	"NA"	"отд_изд"
"885"	1828	"Manfred"	"Драматургия"	"NA"	"ВронченкоМП"	"Манфред, драматическая поэма в трех действиях. Сочинение Лорда Байрона. Перевел с английского М.В."	"NA"	"стихи"	"NA"	"Манфред, драматическая поэма в трех действиях. Сочинение Лорда Байрона. Перевел с английского М.В."	"СПб."	"NA"	"NA"	"отд_изд"
"OT9"	1829	"Parisina"	"Поэмы"	"NA"	"КарцовН"	"Паризина. Историческая повесть Лорда Байрона. Вольный перевод Н. Карцова"	"Аврора тихо догорала"	"стихи"	"да"	"Паризина. Историческая повесть Лорда Байрона. Вольный перевод Н. Карцова"	"М."	"NA"	"NA"	"отд_изд"
"OT8"	1829	"Lara"	"Поэмы"	"NA"	"НосковА"	"Лара. Повесть в стихах, сочинение Лорда Байрона / Пер. Александра Носкова"	"NA"	"стихи"	"да"	"Лара. Повесть в стихах, сочинение Лорда Байрона, перев. Александра Носкова;"	"М."	"NA"	"NA"	"отд_изд"
"888"	1829	"Werner"	"Драматургия"	"NA"	"ЗотовРИ"	"Разбойник Богемских лесов…"	"NA"	"NA"	"NA"	"NA"	"СПб.,"	"NA"	"NA"	"отд_изд"
"OT127"	1831	"The Bride of Abydos"	"Поэма"	"NA"	"КозловИИ"	"Невеста Абидосская. Турецкая повесть лорда Байрона / Перевел с англ. Иван Козлов"	"NA"	"стихи"	"да"	"Невеста Абидосская. Турецкая повесть лорда Байрона. Перевел с англ. Иван Козлов"	"СПб."	"NA"	"NA"	"отд_изд"
"OT11"	1841	"Mazeppa"	"Поэмы"	"NA"	"NA"	"Мазепа. Поэма лорда Байрона."	"NA"	"стихи"	"NA"	"Мазепа. Поэма лорда Байрона."	"М.,"	"NA"	"NA"	"отд_изд"
"OT12"	1846	"Don Juan"	"Поэмы"	"NA"	"ЖандрНП"	"Дон-Жуан. Поэма лорда Байрона. Песнь 1-я / Перев. Н. Жандра"	"NA"	"стихи"	"NA"	"Дон-Жуан. Поэма лорда Байрона. Перев. Н. Жандра"	"СПб."	"NA"	"NA"	"отд_изд"
"OT13"	1847	"Don Juan"	"Поэмы"	"NA"	"ЛюбичРомановичВИ"	"Дон-Жуан. Поэма лорда Байрона. Вольный перевод В. Любич-Романовича: В 2 ч."	"NA"	"стихи"	"NA"	"Дон-Жуан. Поэма лорда Байрона. Вольный перевод В. Любич-Романовича: В 2 ч."	"СПб."	"NA"	"NA"	"отд_изд"
"OT14"	1859	"The Bride of Abydos"	"Поэмы"	"NA"	"ПолитковскаяМ"	"Абидосская невеста, турецкая повесть, переделана с английской поэмы лорда Байрона М. Политковской."	"NA"	"стихи"	"NA"	"Абидосская невеста, турецкая повесть, переделана с английской поэмы лорда Байрона М. Политковской."	"М.,"	"NA"	"NA"	"отд_изд"
"OT15-1"	1860	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"NA"	"КозловПА"	"Израильтянка («Она идет, полна красой...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 1-2"	"отд_изд"
"OT15-2"	1860	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"NA"	"КозловПА"	"Лира Давида («На дивной лире царь-певец играл...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 3-4"	"отд_изд"
"OT15-3"	1860	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"NA"	"КозловПА"	"Вечность («Когда б тот мир высокий, неземной...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 5-6"	"отд_изд"
"OT15-4"	1860	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"NA"	"КозловПА"	"Газель («Газель в горах страны святой...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 7-8"	"отд_изд"
"OT15-5"	1860	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"NA"	"КозловПА"	"О, плачь за тех! («О, плачь за тех, которых тяжкий стон...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 9-10"	"отд_изд"
"OT15-6"	1860	"Hebrew Melodies"	"Стихи, Еврейские мелодии"	"NA"	"КозловПА"	"Берега Иордана («Близ священных тех мест, где течет Иордан...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 11-12"	"отд_изд"
"OT15-7"	1860	"Hebrew Melodies"	"Стихи, Еврейские мелодии"	"NA"	"КозловПА"	"Дочь Иеффая («Если смерть юной дувы нужна….»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 13-14"	"отд_изд"
"OT15-8"	1860	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"NA"	"КозловПА"	"Воспоминанье («Во цвете юных лет, во цвете красоты...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 15-16"	"отд_изд"
"OT15-9"	1860	"Hebrew Melodies"	"Стихи, Еврейские мелодии"	"NA"	"КозловПА"	"Душа моя мрачна! («Душа моя мрачна… О, пробеги рукой….»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 17-18"	"отд_изд"
"OT15-10"	1860	"Hebrew Melodies"	"Стихи; Еврейские мелодии"	"NA"	"КозловПА"	"Слеза и улыбка («Из глаз твоих слеза катилась...»)"	"NA"	"стихи"	"NA"	"Еврейские мелодии лорда Байрона"	"СПб."	"NA"	"С. 19-20"	"отд_изд"
